	author	occurs_100k	weight	pub_date_avg	books	wordcount	ethnicity	corpus
3675	Sheridan, Clare,	622.1657898233751	2.0	1928.5	2	159280		Hathi
3794	Southey, Robert,	621.5743188251338	1.0	1885.0	1	138841		Hathi
3644	Seth-Smith, Elsie K.	621.5053763440851	1.0	1922.0	1	46500		Hathi
3524	Rossmore, Derrick Warner William Westenra,	621.4805116961395	1.0	1912.0	1	63397		Hathi
2790	Maxwell-Scott, Mary Monica,	621.4437682450213	1.0	1908.0	1	101055		Hathi
2368	La Barre, Georges.	619.9654168951118	1.0	1914.0	1	23711		Hathi
3368	Racowitza, Helene von,	619.6383881372097	1.0	1910.0	1	149442		Hathi
1366	Field, Isobel,	619.573796369377	1.0	1903.0	1	25340		Hathi
1277	Ellis, T. Mullet,	618.9451022604964	1.0	1915.0	1	55740		Hathi
3113	Omessa, Charles.	618.1095246701606	1.0	1918.0	1	27665		Hathi
1514	Ganthony, Robert.	617.702193012169	1.0	1899.0	1	88554		Hathi
4384	Wood, Walter,	617.5722057484422	1.0	1916.0	1	85658		Hathi
2284	Kelman, Janet Harvey	616.2514305836786	1.0	1906.0	1	22718		Hathi
1377	Finley, Martha,	616.1508360014262	1.0	1890.0	1	70275		Hathi
1488	Frost, Thomas,	616.1305764449718	1.0	1880.0	1	64759		Hathi
1491	Fuller, Loie,	615.6687702016328	1.0	1913.0	1	64970		Hathi
3800	Sparroy, Wilfrid.	615.565919462415	1.0	1902.0	1	79764		Hathi
618	Burke, Barbara, 1867-1941.	615.1586651899679	1.0	1907.0	1	83068		Hathi
2963	Moscheles, Felix,	615.028399840815	1.0	1897.0	1	27641		Hathi
3383	Raphael, John N.	615.0024236548718	1.0	1908.0	1	33008		Hathi
1386	Fisher, Ruth B.	614.2142895543243	1.0	1911.0	1	74404		Hathi
2831	Meek, George,	613.2051859638565	1.0	1910.0	1	79908		Hathi
110	Alexander, Louis C.	612.4122379951816	1.0	1911.0	1	39026		Hathi
498	Boyd, Frank M.,	611.9224001703556	1.0	1919.0	1	89227		Hathi
3717	Sinués de Marco, María del Pilar,	611.7078028309261	1.0	1890.0	1	28118		Hathi
2246	Joubert, Carl.	611.3570307437176	2.0	1905.0	2	182356		Hathi
1674	Graves, Charles L.	610.5275998936787	2.0	1906.5	2	150047		Hathi
2436	Le Fanu, William Richard,	610.0998501726867	2.0	1908.5	2	193234		Hathi
1842	Harris, Edwin.	610.0667348360072	3.0	1911.6666666666667	3	193649		Hathi
2256	Kamyshansky, Boris.	610.0069950211904	1.0	1934.0	1	97212		Hathi
2325	Kingston, Charles.	609.6924253359686	3.0	1920.3333333333333	3	274536		Hathi
792	Clark, Kate McCosh.	608.9371833221395	1.0	1896.0	1	65524		Hathi
347	Belton, Fred.	608.3064159110645	1.0	1880.0	1	60989		Hathi
1478	Freiwald, Ludwig,	607.3852777716742	1.0	1932.0	1	91046		Hathi
945	Crepaz, Adele,	606.8506697833324	1.0	1893.0	1	22246		Hathi
2237	Jones, Henry Festing,	605.7088886075866	4.0	1915.25	4	373407		Hathi
2787	Maxwell, Mary Elizabeth (Braddon)	605.1039200210448	1.0	1897.0	1	64617		Hathi
1634	Gordon Smith, Richard,	604.362825201676	1.0	1908.0	1	115659		Hathi
3339	Pullen-Burry, B.	604.0256533248073	1.0	1888.0	1	112578		Hathi
2651	Mackinnon, James.	603.3619426764741	1.0	1897.0	1	120823		Hathi
4177	Vogel, Julius,	603.039180414933	1.0	1889.0	1	58371		Hathi
3481	Robertson, James Peter,	602.7403044313511	1.0	1906.0	1	94734		Hathi
2839	Mercer, Cavalié,	602.6677800729632	1.0	1927.0	1	182024		Hathi
111	Alexander, Louis Charles,	602.0855217647504	1.0	1911.0	1	39031		Hathi
4193	Wadia, Ardaser Sorabjee N.,	599.3340732519409	1.0	1921.0	1	63070		Hathi
2589	Lyrienne, Richard de,	598.9051533300153	1.0	1897.0	1	58273		Hathi
633	Burton, Katherine,	598.2321285816871	2.0	1938.5	2	234342		Hathi
1747	Guerber, H. A.	598.0075632401647	1.0	1909.0	1	144647		Hathi
3179	Paton, John Gibson,	597.9191778214805	1.0	1889.0	1	126104		Hathi
840	Coleman, John,	597.4431276046784	4.0	1891.0	4	369404		Hathi
3373	Rae, W. Fraser	597.0332042312825	1.0	1888.0	1	65323		Hathi
2094	Hunter, C. B.	596.8613326472866	1.0	1907.0	1	58305		Hathi
283	Barsley, Michael.	596.3136971449221	1.0	1940.0	1	5534		Hathi
2002	Holland, Frederic May,	596.157253879453	1.0	1882.0	1	79006		Hathi
4327	Wildenbruch, Ernst von,	593.8273906212548	1.0	1887.0	1	37553		Hathi
3103	Oakstone, Arthur.	593.5594221195082	1.0	1908.0	1	98221		Hathi
4000	Temple, Dorothy Osborne,	591.7670528657987	1.0	1888.0	1	104264		Hathi
3227	Petrie, W. M. Flinders	591.5821997814543	1.0	1895.0	1	26539		Hathi
2150	Israëls, Jozef,	590.6721061004608	1.0	1900.0	1	63487		Hathi
220	Bairnsfather, Bruce,	590.2414906184696	2.0	1917.5	2	113009		Hathi
2617	MacMunn, George Fletcher,	589.1897207289913	1.0	1915.0	1	122032		Hathi
548	Bron, Alice.	589.1423826657705	1.0	1901.0	1	50582		Hathi
2075	Hughes, M. V. (Mary Vivian),	589.0900079972042	1.0	1937.0	1	88781		Hathi
2547	Loomis, Laura Hibbard,	588.420120540433	1.0	1911.0	1	35009		Hathi
1560	Gibb, John.	588.2735732413606	1.0	1884.0	1	76835		Hathi
4431	Young, Stuart.	587.3730073090787	1.0	1904.0	1	98234		Hathi
4214	Warburton, Ernest.	587.3550317994773	1.0	1920.0	1	26730		Hathi
3768	Smith, T. Eustace	586.2092561757233	1.0	1880.0	1	87682		Hathi
3945	Suttner, Bertha von,	585.304120857391	1.0	1914.0	1	75858		Hathi
91	Aimery de Pierrebourg, Marguerite (Thomas-Galline), Baronne,	585.0555234732202	1.0	1924.0	1	105631		Hathi
1869	Haskell, L.,	584.0513502573302	1.0	1904.0	1	17293		Hathi
219	Baird, Frank.	583.6677263015273	1.0	1907.0	1	38378		Hathi
764	Chiang, Yee,	583.5156819839536	1.0	1938.0	1	26049		Hathi
1159	Doughty, Charles Montagu,	582.9700981183528	1.0	1908.0	1	167247		Hathi
3872	Stevens, Alfred,	582.8476269775189	1.0	1908.0	1	6005		Hathi
1666	Grant, Elizabeth,	582.7649645517319	1.0	1911.0	1	178288		Hathi
4371	Witt, Karl,	582.6383475460357	2.0	1888.0	2	187697		Hathi
535	Britnieva, Mary.	582.5200275412823	1.0	1936.0	1	91499		Hathi
3803	Speke, John Hanning,	581.232229075853	1.0	1908.0	1	238803		Hathi
766	Chichester, Francis, Sir,	580.8336955996743	1.0	1936.0	1	82812		Hathi
4432	Young, Walter H.	580.6879769936971	2.0	1916.0	2	126574		Hathi
1045	Dawson, Alec John,	580.4868519183466	3.0	1905.0	3	370703		Hathi
2786	Maxwell, Donald,	580.1719473336144	1.0	1907.0	1	33266		Hathi
479	Boteler, John Harvey.	579.535805264651	1.0	1883.0	1	141320		Hathi
2188	Jeaffreson, John Cordy,	579.2653768255541	2.0	1890.0	2	160720		Hathi
636	Butenschön, Andrea.	579.0755976130773	1.0	1931.0	1	56642		Hathi
3739	Slater, Oscar,	578.5627283800201	1.0	1910.0	1	203608		Hathi
935	Crake, A. D.	577.9602580792842	1.0	1886.0	1	69901		Hathi
3738	Sladen, Douglas Brooke Wheelton,	575.911662776646	7.0	1907.857142857143	7	1070019		Hathi
3720	Sir, Mackenzie, Compton,	575.5221958385343	1.0	1924.0	1	124235		Hathi
3323	Profugus, Fato	575.4565171762389	1.0	1899.0	1	57172		Hathi
2311	Kilvert, Robert Francis,	575.1451726623801	1.0	1938.0	1	126229		Hathi
3186	Pavlenko, Petr Andreevich,	574.8923070401745	1.0	1938.0	1	188731		Hathi
1541	Gaunt, Mary Eliza Bakewell,	574.3141392824825	1.0	1914.0	1	132680		Hathi
3755	Smith, George,	573.9291923502425	1.0	1881.0	1	101232		Hathi
1856	Harry, Myriam.	573.5496008542239	1.0	1905.0	1	98335		Hathi
2313	Kinel, Lola.	573.4472559973732	1.0	1937.0	1	121720		Hathi
1851	Harrison, Grace Elizabeth Simon,	573.2625876590839	1.0	1937.0	1	107804		Hathi
734	Chamberlain, Henry Richardson,	573.1801814120951	1.0	1894.0	1	87756		Hathi
4206	Wallace, Harold Frank,	573.0623407296921	1.0	1908.0	1	80445		Hathi
3444	Richards, Grant,	572.40704907121	4.0	1919.5	4	418357		Hathi
1860	Hartland, Edwin Sidney,	571.9372707444724	3.0	1896.0	3	211860		Hathi
3841	Stead, F. Herbert	571.6129830859204	1.0	1917.0	1	226202		Hathi
225	Balch, Elisabeth,	571.2618264665953	1.0	1889.0	1	89101		Hathi
69	Adams, Henry,	570.9616250929802	1.0	1882.0	1	95453		Hathi
1073	Dearmer, Mabel (White)	570.2861263150988	1.0	1916.0	1	30511		Hathi
1644	Gould, Frederick James,	568.8378064093362	5.0	1909.0	5	327165		Hathi
1569	Gibbs, Philip,	568.338592268985	6.0	1923.8333333333333	6	804002		Hathi
2911	Monro, W. D.	567.8031274032304	1.0	1911.0	1	78020		Hathi
1721	Griffith, George Chetwynd.	567.5658612885907	5.0	1899.8	5	577558		Hathi
2550	Lorimer, Norma Octavia,	567.547056658756	2.0	1910.5	2	249088		Hathi
235	Ballard, Susan.	567.0005670005667	1.0	1898.0	1	26455		Hathi
588	Bruun, Daniel,	566.5936390420799	1.0	1898.0	1	79422		Hathi
3020	Nelson, John Young,	566.3194466177802	2.0	1890.0	2	206420		Hathi
175	Ashton, John,	565.9634652543249	4.0	1888.5	4	323488		Hathi
2078	Hugo, Victor,	565.2454091181578	4.0	1895.25	4	516221		Hathi
4031	Thompson, Grace E	564.2923219241426	1.0	1932.0	1	75670		Hathi
3709	Sims, George R.,	564.1665703075257	2.0	1906.5	2	151902		Hathi
154	Armer, Laura Adams,	564.0563139149167	1.0	1935.0	1	65419		Hathi
321	Becke, Louis,	563.6528176960915	29.0	1904.0689655172414	29	2306641		Hathi
1821	Harbord, Maurice Assheton,	563.4609093882901	1.0	1915.0	1	122280		Hathi
3270	Plüschow, Gunther,	563.3958918279905	1.0	1922.0	1	54136		Hathi
128	Anderdon, W. H.	563.2068938985913	1.0	1889.0	1	129970		Hathi
3328	Pryce-Jones, Alan,	562.8905585138699	1.0	1932.0	1	82254		Hathi
1074	Dearmer, Mabel (White),	561.4372794353551	1.0	1915.0	1	31170		Hathi
1886	Hay, Marie,	561.1529141691126	1.0	1906.0	1	148979		Hathi
4167	Vikelas, Dēmētrios,	560.8318869289599	2.0	1881.0	2	116077		Hathi
3059	Noble, Margaret E	560.5973578403202	1.0	1907.0	1	87050		Hathi
511	Brailsford, Henry Noel,	560.519517455505	1.0	1898.0	1	84386		Hathi
3057	Nivedita,	560.0528089497265	1.0	1913.0	1	143915		Hathi
2812	McFee, William,	559.8136851467331	2.0	1932.5	2	349780		Hathi
2890	Mitchell, Edmund,	559.4251424398363	1.0	1901.0	1	145149		Hathi
1895	Hazlitt, William Carew,	559.3001577513255	1.0	1886.0	1	62757		Hathi
1544	Gay, John,	559.2841163310961	1.0	1925.0	1	894		Hathi
2257	Kane, James Johnson,	558.071601022403	1.0	1894.0	1	183489		Hathi
1268	Elkington, E. Way (Ernest Way),	558.0711216220099	1.0	1906.0	1	69346		Hathi
1388	Fiske, Dwight.	557.9636631928437	1.0	1937.0	1	21686		Hathi
2315	King, Harriet Eleanor (Baillie-Hamilton),	557.8820356306339	1.0	1890.0	1	70445		Hathi
2595	Lyulph,	557.6453507556256	1.0	1899.0	1	30306		Hathi
3570	Saint-René Taillandier, Madeleine Marie Louise Chevrillon,	557.3492946984367	1.0	1922.0	1	133489		Hathi
870	Connolly, Roy.	556.6317454042352	1.0	1940.0	1	252950		Hathi
1015	Darling, Charles John Darling, Baron,	556.3816010360225	1.0	1926.0	1	41698		Hathi
3206	Pemberton, Max,	556.3453263140101	10.0	1903.0	10	1023931		Hathi
2672	Makino, Yoshio,	556.3024196595162	2.0	1912.5	2	114044		Hathi
3162	Paris, John,	556.1989129607874	1.0	1922.0	1	118303		Hathi
2225	Johnston, John.	555.9549484783129	1.0	1898.0	1	20865		Hathi
651	Caddick, Helen.	555.8215542186226	1.0	1900.0	1	48037		Hathi
581	Browning, H. Ellen.	555.5812056573872	1.0	1896.0	1	129954		Hathi
3820	St. Johnston, Thomas Reginald.	555.2138348670103	2.0	1926.0	2	83430		Hathi
760	Chesterton, Cecil,	554.6109626750864	1.0	1912.0	1	24702		Hathi
1953	Hickling, R. A.	554.2773478351822	1.0	1903.0	1	47810		Hathi
3418	Reid, Grace Stuart.	554.2642588950466	1.0	1898.0	1	61523		Hathi
2259	Katherine,	554.0463802814728	1.0	1900.0	1	65157		Hathi
2238	Jones, Henry,	553.8741518802053	1.0	1922.0	1	50553		Hathi
3817	St. Clair, William.	553.6424627441661	1.0	1901.0	1	67372		Hathi
2871	Middleton, Thomas.	553.401650552598	1.0	1906.0	1	62161		Hathi
2036	Hornby, Emily.	553.3603455781417	1.0	1907.0	1	119452		Hathi
3982	Tassart, François.	553.1237564663764	1.0	1912.0	1	100520		Hathi
3079	O'Connor, T. P.,	551.9139428554533	1.0	1910.0	1	135166		Hathi
2429	Lawrence, T. E. (Thomas Edward),	551.6003668538336	1.0	1927.0	1	151559		Hathi
2576	Lumley, Henry.	551.4463082816014	1.0	1897.0	1	30284		Hathi
2682	Mallowan, M. E. L. (Max Edgar Lucien.	549.8323857396435	1.0	1900.0	1	277721		Hathi
103	Aleksinskaia, Tatiana.	549.6530123441621	1.0	1916.0	1	32566		Hathi
4463	[Marston, Edward]	549.6453900709224	1.0	1888.0	1	33840		Hathi
3031	Neumann, Robert,	549.1720175735039	1.0	1936.0	1	130196		Hathi
42	(Robert Bontine), Cunninghame Graham, R. B.	548.769693751106	1.0	1936.0	1	33894		Hathi
3929	Sullivan, Alan,	548.5921889191637	1.0	1940.0	1	55050		Hathi
1545	Gaye, Phoebe Fenwick,	547.8293056950982	1.0	1930.0	1	94555		Hathi
861	Colvile, H. E.	547.8225980679599	1.0	1884.0	1	64802		Hathi
142	Apollonius,	545.9263336441143	1.0	1889.0	1	89023		Hathi
1403	Fitzpatrick, Thomas,	545.8591683345704	1.0	1899.0	1	71447		Hathi
3534	Ruffini, Giovanni,	545.8049250509233	1.0	1891.0	1	163978		Hathi
1436	Fortescue, Walter.	545.743377512557	1.0	1898.0	1	170593		Hathi
3470	Roberts, Cecil,	545.6330530656813	2.0	1910.0	2	157656		Hathi
2096	Hunter, P. Hay	545.3832234552773	1.0	1884.0	1	79027		Hathi
761	Chesterton, G. K.	545.0269332139346	2.0	1909.0	2	195824		Hathi
4101	Trotter, Melvin E. (Melvin Earnest),	544.6268899365951	1.0	1939.0	1	49208		Hathi
1742	Gréville, Henry,	544.2999697611126	1.0	1899.0	1	9921		Hathi
1788	Hall, James Norman,	543.929425466801	1.0	1929.0	1	80709		Hathi
3584	Sandars, Mary Frances,	543.7180297375614	1.0	1909.0	1	83867		Hathi
207	Bacci, Pietro Giacomo,	543.6854907632664	1.0	1902.0	1	152110		Hathi
1020	Daudet, Alphonse,	543.4507337329604	16.0	1896.1875	16	951948		Hathi
3515	Roper, Edward.	543.1072409241901	1.0	1921.0	1	65917		Hathi
3851	Steffens, Lincoln,	542.7408412483016	1.0	1931.0	1	203412		Hathi
689	Carlyle, Jane Welsh,	542.6069798988781	1.0	1903.0	1	121635		Hathi
3855	Stenhouse, T. B. H.,	542.4496179369955	1.0	1880.0	1	212923		Hathi
1186	Dressler, Friedrich August.	542.4089337942036	1.0	1907.0	1	37610		Hathi
3688	Shorthouse, J.H.	542.3601219882526	1.0	1883.0	1	233793		Hathi
2386	Lambert, Frederick Arthur Heygate,	541.8005418005424	1.0	1911.0	1	95238		Hathi
1428	Forde, Gertrude.	541.5193242713195	2.0	1882.5	2	103150		Hathi
4328	Wilkins, Louisa (Jebb)	541.1243361206057	1.0	1909.0	1	89813		Hathi
2236	Jones, Elizabeth Orton,	540.9791723018665	1.0	1937.0	1	14788		Hathi
208	Bacci, Pietro Glacomo,	540.8807505457975	1.0	1902.0	1	152529		Hathi
2184	Jaques, E. T.	539.2475422756248	1.0	1910.0	1	144646		Hathi
2007	Hollway-Calthrop, H. C.	538.9775299508651	1.0	1882.0	1	144904		Hathi
2041	Horsley, Terence	538.8313032627643	1.0	1931.0	1	70523		Hathi
2934	Moore, William Henry,	537.3734572181397	1.0	1919.0	1	115376		Hathi
1480	Frere, Mary,	537.2074877609238	1.0	1889.0	1	144823		Hathi
2647	Mackenzie, Donald A.	536.9718772617468	2.0	1916.5	2	108222		Hathi
3184	Patterson, J. H.	536.7515645819154	3.0	1908.3333333333333	3	238956		Hathi
2991	Musgrave, L. F.	536.6426295488849	1.0	1921.0	1	11926		Hathi
835	Coignet, Jean Roch,	536.1669730863601	1.0	1928.0	1	123469		Hathi
3743	Smeaton, William Henry Oliphant,	535.9766820032272	1.0	1899.0	1	83026		Hathi
2961	Morrissey, James W.	534.9315681187944	1.0	1904.0	1	55895		Hathi
2067	Hubbard, Mina.	534.7027879557218	1.0	1908.0	1	103983		Hathi
3151	Palmer, Gertrude.	534.4489855142557	1.0	1909.0	1	41351		Hathi
2400	Lang, Jeanie.	533.8658810269984	1.0	1913.0	1	101149		Hathi
2095	Hunter, Charles.	533.8602603435421	1.0	1905.0	1	57693		Hathi
285	Barthez, Antoine Charles Ernest,	533.5522265544842	1.0	1912.0	1	48730		Hathi
455	Bodilly, Ralph Burland.	533.5022522522513	1.0	1928.0	1	71040		Hathi
2163	Jacobsen, Ernst Ludwig Harthern,	533.4344883177855	1.0	1933.0	1	84359		Hathi
3514	Roosevelt, Blanche,	533.230630899207	2.0	1889.0	2	99005		Hathi
1009	Danilevsiïĭ, Grigorïĭ Petrovich,	533.2124093069797	1.0	1891.0	1	63952		Hathi
3673	Sherard, Robert Harborough,	533.137228401943	5.0	1900.2	5	297558		Hathi
1595	Giovanni Fiorentino,	533.0674387835326	1.0	1901.0	1	52151		Hathi
2288	Kennard, Nina H.,	532.9551071282718	1.0	1887.0	1	93066		Hathi
1397	Fitzgerald, Geraldine Penrose.	532.3093013635545	1.0	1890.0	1	128121		Hathi
1510	Gambier, James W.	532.2222560141107	1.0	1887.0	1	65762		Hathi
3540	Russell, George William Erskine,	531.7170743081168	2.0	1902.5	2	99676		Hathi
1558	Gerrare, Wirt,	531.6680588149512	1.0	1898.0	1	75423		Hathi
711	Castaigne, André.	531.092436974789	1.0	1909.0	1	133875		Hathi
2705	Mardiganian, Aurora.	530.656502595781	1.0	1918.0	1	60868		Hathi
21	(George William), Cox, George W.	530.3421410803971	1.0	1938.0	1	127842		Hathi
2926	Moore, Charles G.	530.1879986241972	1.0	1894.0	1	119203		Hathi
2801	McCarthy, Justin H.	529.8376230388017	1.0	1895.0	1	43787		Hathi
3505	Rolleston, T. W.	529.2347844999449	1.0	1910.0	1	82761		Hathi
2059	Howard, Mabel,	528.9469033251696	1.0	1899.0	1	79214		Hathi
1596	Giovanni,	528.7255033428471	1.0	1909.0	1	52201		Hathi
2380	Laffan, R. S. Decourcy.	528.2743039404613	1.0	1885.0	1	30098		Hathi
704	Carter, Harry,	528.251074628412	1.0	1900.0	1	38618		Hathi
1423	Forbes, Rosita Torr.	527.9638200932066	2.0	1928.5	2	216111		Hathi
487	Bourget, P.C.J.	527.6208376263885	1.0	1898.0	1	88321		Hathi
3718	Sir Cooke, Stenson,	527.1753736743076	1.0	1937.0	1	96742		Hathi
184	Aulnoy,	527.1265706384996	3.0	1901.3333333333333	3	547229		Hathi
2549	Lorey, Eustache de.	526.9942371853209	1.0	1910.0	1	105504		Hathi
3111	Oman, Carola,	526.8540395669518	1.0	1931.0	1	141785		Hathi
2853	Methley, Alice A.	524.9179536247987	1.0	1913.0	1	111827		Hathi
462	Bommart, Jean.	524.8592422941119	1.0	1935.0	1	52395		Hathi
3049	Nicholson, John Gambril,	524.5410266017233	1.0	1910.0	1	37366		Hathi
106	Alexander, Alexander,	524.0686786506114	1.0	1919.0	1	109146		Hathi
2714	Marks, Mary A. M.	523.7485711801033	4.0	1888.5	4	383832		Hathi
3309	Price, Julius M.	523.5305770155936	1.0	1919.0	1	70674		Hathi
1756	Gunter, Archibald Clavering,	523.166417226698	2.0	1901.5	2	216243		Hathi
509	Bradshaw, John,	522.8875727481792	1.0	1885.0	1	77837		Hathi
3705	Simpson, E. Blantyre	522.3315669947025	1.0	1914.0	1	66050		Hathi
1493	Funck-Brentano, Frantz,	521.7207383993518	1.0	1901.0	1	85103		Hathi
621	Burnaby, Fred,	521.5420726148643	2.0	1884.0	2	143566		Hathi
2289	Kennedy, Bart,	520.2145327357513	2.0	1909.5	2	116458		Hathi
3599	Saxby, Jessie Margaret Edmondston,	520.1149425287365	1.0	1887.0	1	34800		Hathi
3884	Stoi͡anov, Zakhari,	519.9635645969333	1.0	1913.0	1	105392		Hathi
361	Benson, E.F.	519.9236690600958	1.0	1903.0	1	123672		Hathi
2367	L'Oiseau, Amelie.	519.613271434047	1.0	1899.0	1	23479		Hathi
3842	Stead, W. T.	519.2121927659084	1.0	1921.0	1	74536		Hathi
2905	Molloy, J. Fitzgerald	518.0982635192694	6.0	1889.5	6	379067		Hathi
3835	Stanley, Henry M.	517.812233048105	2.0	1891.0	2	235486		Hathi
4155	Vereshchagin, Vasiliĭ Vasilʹevich,	517.4827073078426	2.0	1887.0	2	150337		Hathi
556	Brookfield, Charles H. E.	517.2743466140655	1.0	1902.0	1	99367		Hathi
4376	Wood, Charles W.	516.4797825348289	1.0	1882.0	1	58860		Hathi
2066	Hrussoczy, Marie,	516.277939747328	1.0	1893.0	1	16464		Hathi
1232	Earl of Beaconsfield, Disraeli, Benjamin,	515.9398201131016	2.0	1927.0	2	391500		Hathi
2194	Jelf, Ernest Arthur,	515.7548341162287	1.0	1896.0	1	115171		Hathi
1245	Edschmid, Kasimir,	515.5889371357051	1.0	1930.0	1	127815		Hathi
2080	Huidobro, Vicente,	515.4977981013901	1.0	1931.0	1	106499		Hathi
3878	Stevenson, Rennie.	514.7242325929633	1.0	1901.0	1	32056		Hathi
448	Bluff, Hilary.	513.5757713077292	1.0	1911.0	1	26481		Hathi
3348	Pyke, Geoffrey.	513.5381145814946	1.0	1916.0	1	73607		Hathi
724	Cayley, George John,	513.3799163945916	1.0	1908.0	1	131092		Hathi
923	Cox, George W.	513.1912842541014	1.0	1912.0	1	70539		Hathi
1376	Finlason, C. E.	512.139686951075	2.0	1893.5	2	181438		Hathi
1422	Forbes, Gordon Sullivan,	511.99344648388495	1.0	1885.0	1	39063		Hathi
3850	Steevens, G. W.	511.7589557817262	1.0	1896.0	1	34782		Hathi
1482	Freyburg, Hermann.	511.45118222666895	1.0	1935.0	1	123961		Hathi
1391	Fison, Lorimer.	510.92178251983887	1.0	1907.0	1	75354		Hathi
1963	Hills, John Waller,	510.84051084051146	1.0	1922.0	1	50505		Hathi
1012	Darbyshire, Shirley,	510.6310144155771	1.0	1936.0	1	105164		Hathi
65	Adam, Hargrave Lee.	510.2851874225044	1.0	1910.0	1	62906		Hathi
1390	Fison, Lorimer,	509.6881194126454	1.0	1904.0	1	74163		Hathi
4450	[Bayes, Walter]	509.461426491994	1.0	1906.0	1	12366		Hathi
3235	Phillimore, Cecily Spencer-Smith.	509.1602701164461	1.0	1927.0	1	65009		Hathi
4068	Topsell, Edward,	508.74078120732014	1.0	1926.0	1	58576		Hathi
2397	Lang,	508.4923042264404	1.0	1911.0	1	124289		Hathi
1262	Elbe, Lili,	508.35490703695075	1.0	1937.0	1	84980		Hathi
3290	Powell, F. York	507.80562608411515	1.0	1894.0	1	39779		Hathi
3667	Shelley, Gerard	507.7742374942291	1.0	1925.0	1	88819		Hathi
3484	Robertson, William.	507.36523864659665	1.0	1890.0	1	124368		Hathi
2186	Jaxa-Ronikier, Bogdan.	506.60967307844584	1.0	1935.0	1	138963		Hathi
2684	Malortie, Karl von,	506.27314430995193	1.0	1890.0	1	90465		Hathi
3007	Nairne, W. P.	506.1704589278833	1.0	1913.0	1	62232		Hathi
3149	Palmer, Edward Henry,	505.24737631184513	1.0	1881.0	1	66700		Hathi
4408	Wylie, Elinor,	505.1664753157283	1.0	1924.0	1	87100		Hathi
4179	Voltaire,	504.8668769178702	4.0	1910.0	4	452020		Hathi
2596	Léonard	504.32371773714374	1.0	1912.0	1	75745		Hathi
4331	Wilkinson, Charles Allix	503.9750141964785	1.0	1886.0	1	56352		Hathi
1709	Grey, George,	503.6869168282763	2.0	1914.0	2	185397		Hathi
4344	Williamson, A. M.	503.49336748641025	3.0	1907.0	3	288641		Hathi
1656	Graham, Stephen,	503.1975961968833	8.0	1921.5	8	1056020		Hathi
1621	Golding, Louis,	502.55020901918306	2.0	1933.5	2	134265		Hathi
3629	Searlelle, Luscombe.	501.91520274732426	1.0	1896.0	1	37855		Hathi
668	Campbell, A. B. (Archibald Bruce),	501.51209677419035	1.0	1937.0	1	119040		Hathi
2268	Keary, A.	500.7722188421401	1.0	1907.0	1	42734		Hathi
492	Bowden, H. Park.	500.57455884899474	1.0	1889.0	1	63527		Hathi
4130	Upton, William C.	500.53086607007566	1.0	1914.0	1	98895		Hathi
563	Broun, Heywood,	500.5161572872023	1.0	1918.0	1	63934		Hathi
1587	Gillham-Thomsett, Richard.	500.4540409645841	1.0	1884.0	1	49555		Hathi
1005	Dalziel, James,	499.94521148367346	1.0	1907.0	1	73008		Hathi
316	Beals, Carleton,	499.87271759505836	1.0	1935.0	1	129633		Hathi
3135	Owen, Louise.	499.01708755481644	1.0	1922.0	1	13226		Hathi
2468	Leighton, Robert,	499.0095767484807	2.0	1908.0	2	210317		Hathi
2693	Manners-Sutton, D.	498.76251617523184	1.0	1939.0	1	79597		Hathi
215	Bailey, Henry Christopher,	498.57176059558816	1.0	1908.0	1	133381		Hathi
2314	King, Charles,	498.35808445482127	5.0	1898.0	5	387515		Hathi
3826	Stacpoole, Margaret Robson.	497.91340060500306	1.0	1914.0	1	90578		Hathi
2828	Mears, A. Garland	497.7070407337478	1.0	1895.0	1	74140		Hathi
1834	Hargrave, John,	497.2954109230504	1.0	1916.0	1	34386		Hathi
